Generator(LLM),Prompt_Technique,Compilation,Project_ID,Class_Under_Test,Branch_Coverage%,Line_Coverage%,Method_Coverage%,Mutation_Score%,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Handling,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,run_id,shard_id,input_id,sample_id,project_id,sample_file,repository_url,repo_name,repo_owner,repo_folder,output_layout,experiment_dir,reports_dir,agent_name,model,generation_prompt_strategy,initial_failure_state,final_failure_state,best_candidate_state,initial_failure_origin,final_failure_origin,baseline_state,baseline_error_signatures,repair_attempts,regeneration_attempts,total_llm_attempts,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_call_count,token_usage_by_prompt,build_attempts,repair_status,initial_repair_prompt_strategy,final_repair_prompt_strategy,prompt_switch_count,rollback_count,repeated_error_signature,repeated_code_detected,no_progress_count,repair_stopped_reason,regenerated_after_repair_fail,target_test_passed,module_tests_passed,started_at,finished_at,target_passed_at,target_pass_elapsed_seconds,module_passed_at,module_pass_elapsed_seconds,first_passed_at,first_pass_elapsed_seconds,new_module_failures,existing_baseline_failures,best_candidate_hash,experiment_workspace,workspace_deleted,repo_cache_path,repo_cache_deleted,checkpoint_directory,build_tool,module_path,focal_class,focal_class_path,generated_test_path,compilation,test_passed,test_fail_reason,compile_errors,test_failures,test_errors,coverage_branch,coverage_line,coverage_method,mutation_score,mutations_total,mutations_killed,mutations_survived,test_smell_total,test_smell_details,elapsed_seconds,error,java_version,java_home,java_selection_reason,coverage_error,mutation_error,smell_error
qwen-coder-2.5-7b,zero-shot,True,10065023,HelloWorld,,,,,1,,,,,,,,,,,,,,,,,,,,,,20260711-005828,repo_shard_00,10065023_0,10065023_0,10065023,/home/cuongpv/ARROW/classes2test/dataset/10065023/10065023_0.json,https://github.com/eternita/workflow,workflow,eternita,10065023,repo_sample,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/qwen-coder-2.5-7b/zero-shot,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/reports,qwen-coder-2.5-7b,ollama/qwen-unit-test-elite-dataset-07-07:latest,zero-shot,RUNTIME_FAILED,RUNTIME_FAILED,,BUILD_CONFIGURATION,BUILD_CONFIGURATION,RUNTIME_FAILED,"[error] [error] could not find the selected project in the reactor: tutorials/workflowexample @|[error] could not find the selected project in the reactor: tutorials/workflowexample -> [help 1]|[error]|[error] to see the full stack trace of the errors, re-run maven with the -e switch.|[error] re-run maven using the -x switch to enable full debug logging.",,,,,,,,,,FAILED,,,,,,,,,,False,False,2026-07-10T18:38:00.765172+00:00,2026-07-10T18:38:52.946798+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/qwen-coder-2.5-7b/zero-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/10065023,True,,maven,tutorials/WorkflowExample,HelloWorld,tutorials/WorkflowExample/src/main/java/org/neuro4j/workflow/tutorial/HelloWorld.java,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/qwen-coder-2.5-7b/zero-shot/workspace/tutorials/WorkflowExample/src/test/java/org/neuro4j/workflow/tutorial/HelloWorldTest_64b8c2d3.java,True,False,[error] [error] could not find the selected project in the reactor: tutorials/workflowexample @,0,0,0,,,,,,,,,,52.182,,8,/home/cuongpv/ARROW/Java-version/java-8,matched build.java_homes.java-8,,,
Qwen-2.5-7b-v2,zero-shot,True,10065023,HelloWorld,,,,,1,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,10065023_0,10065023_0,10065023,/home/cuongpv/ARROW/classes2test/dataset/10065023/10065023_0.json,https://github.com/eternita/workflow,workflow,eternita,10065023,repo_sample,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/zero-shot,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot,RUNTIME_FAILED,RUNTIME_FAILED,,BUILD_CONFIGURATION,BUILD_CONFIGURATION,RUNTIME_FAILED,"[error] [error] could not find the selected project in the reactor: tutorials/workflowexample @|[error] could not find the selected project in the reactor: tutorials/workflowexample -> [help 1]|[error]|[error] to see the full stack trace of the errors, re-run maven with the -e switch.|[error] re-run maven using the -x switch to enable full debug logging.",,,,1191,150,1341,1,"{'generation:zero-shot': {'input_tokens': 1191, 'output_tokens': 150, 'total_tokens': 1341, 'calls': 1}}",,FAILED,,,,,,,,,,False,False,2026-07-10T22:51:33.533201+00:00,2026-07-10T22:51:59.453948+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/zero-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/10065023,False,,maven,tutorials/WorkflowExample,HelloWorld,tutorials/WorkflowExample/src/main/java/org/neuro4j/workflow/tutorial/HelloWorld.java,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/zero-shot/workspace/tutorials/WorkflowExample/src/test/java/org/neuro4j/workflow/tutorial/HelloWorldTest_908d439f.java,True,False,[error] [error] could not find the selected project in the reactor: tutorials/workflowexample @,0,0,0,,,,,,,,,,25.921,,8,/home/cuongpv/ARROW/Java-version/java-8,matched build.java_homes.java-8,,,
Qwen-2.5-7b-v2,zero-shot-project-aware,True,10065023,HelloWorld,,,,,1,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,10065023_0,10065023_0,10065023,/home/cuongpv/ARROW/classes2test/dataset/10065023/10065023_0.json,https://github.com/eternita/workflow,workflow,eternita,10065023,repo_sample,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/zero-shot-project-aware,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot-project-aware,RUNTIME_FAILED,RUNTIME_FAILED,,BUILD_CONFIGURATION,BUILD_CONFIGURATION,RUNTIME_FAILED,"[error] [error] could not find the selected project in the reactor: tutorials/workflowexample @|[error] could not find the selected project in the reactor: tutorials/workflowexample -> [help 1]|[error]|[error] to see the full stack trace of the errors, re-run maven with the -e switch.|[error] re-run maven using the -x switch to enable full debug logging.",,,,1236,150,1386,1,"{'generation:zero-shot-project-aware': {'input_tokens': 1236, 'output_tokens': 150, 'total_tokens': 1386, 'calls': 1}}",,FAILED,,,,,,,,,,False,False,2026-07-10T22:51:59.480948+00:00,2026-07-10T22:52:21.047259+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace,True,/home/cuongpv/ARROW/ARROW/repos/10065023,False,,maven,tutorials/WorkflowExample,HelloWorld,tutorials/WorkflowExample/src/main/java/org/neuro4j/workflow/tutorial/HelloWorld.java,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace/tutorials/WorkflowExample/src/test/java/org/neuro4j/workflow/tutorial/HelloWorldTest_4d832c2d.java,True,False,[error] [error] could not find the selected project in the reactor: tutorials/workflowexample @,0,0,0,,,,,,,,,,21.567,,8,/home/cuongpv/ARROW/Java-version/java-8,matched build.java_homes.java-8,,,
Qwen-2.5-7b-v2,few-shot,True,10065023,HelloWorld,,,,,1,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,10065023_0,10065023_0,10065023,/home/cuongpv/ARROW/classes2test/dataset/10065023/10065023_0.json,https://github.com/eternita/workflow,workflow,eternita,10065023,repo_sample,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/few-shot,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,few-shot,RUNTIME_FAILED,RUNTIME_FAILED,,BUILD_CONFIGURATION,BUILD_CONFIGURATION,RUNTIME_FAILED,"[error] [error] could not find the selected project in the reactor: tutorials/workflowexample @|[error] could not find the selected project in the reactor: tutorials/workflowexample -> [help 1]|[error]|[error] to see the full stack trace of the errors, re-run maven with the -e switch.|[error] re-run maven using the -x switch to enable full debug logging.",,,,1203,149,1352,1,"{'generation:few-shot': {'input_tokens': 1203, 'output_tokens': 149, 'total_tokens': 1352, 'calls': 1}}",,FAILED,,,,,,,,,,False,False,2026-07-10T22:52:21.067142+00:00,2026-07-10T22:52:41.656165+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/few-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/10065023,False,,maven,tutorials/WorkflowExample,HelloWorld,tutorials/WorkflowExample/src/main/java/org/neuro4j/workflow/tutorial/HelloWorld.java,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/few-shot/workspace/tutorials/WorkflowExample/src/test/java/org/neuro4j/workflow/tutorial/HelloWorldTest_1de3561f.java,True,False,[error] [error] could not find the selected project in the reactor: tutorials/workflowexample @,0,0,0,,,,,,,,,,20.59,,8,/home/cuongpv/ARROW/Java-version/java-8,matched build.java_homes.java-8,,,
Qwen-2.5-7b-v2,zero-shot,False,10065023,HelloWorld,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-145955-286959,repo_shard_00,10065023_0,10065023_0,10065023,/home/cuongpv/ARROW/classes2test/dataset/10065023/10065023_0.json,https://github.com/eternita/workflow,workflow,eternita,10065023,repo_sample,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/zero-shot,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot,RUNTIME_FAILED,RUNTIME_FAILED,,BUILD_CONFIGURATION,BUILD_CONFIGURATION,RUNTIME_FAILED,"[error] [error] could not find the selected project in the reactor: tutorials/workflowexample @|[error] could not find the selected project in the reactor: tutorials/workflowexample -> [help 1]|[error]|[error] to see the full stack trace of the errors, re-run maven with the -e switch.|[error] re-run maven using the -x switch to enable full debug logging.",,,,0,0,0,0,{},,EXISTING_PROJECT_FAILURE,,,,,,,,existing_project_failure,,False,False,2026-07-11T08:07:23.314873+00:00,2026-07-11T08:07:25.041737+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/zero-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/10065023,False,,maven,tutorials/WorkflowExample,HelloWorld,tutorials/WorkflowExample/src/main/java/org/neuro4j/workflow/tutorial/HelloWorld.java,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/zero-shot/workspace/tutorials/WorkflowExample/src/test/java/org/neuro4j/workflow/tutorial/HelloWorldTest_dae79664.java,False,False,[error] [error] could not find the selected project in the reactor: tutorials/workflowexample @,0,0,0,,,,,,,,,,1.735,,8,/home/cuongpv/ARROW/Java-version/java-8,matched build.java_homes.java-8,,,
Qwen-2.5-7b-v2,zero-shot-project-aware,False,10065023,HelloWorld,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-145955-286959,repo_shard_00,10065023_0,10065023_0,10065023,/home/cuongpv/ARROW/classes2test/dataset/10065023/10065023_0.json,https://github.com/eternita/workflow,workflow,eternita,10065023,repo_sample,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/zero-shot-project-aware,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot-project-aware,RUNTIME_FAILED,RUNTIME_FAILED,,BUILD_CONFIGURATION,BUILD_CONFIGURATION,RUNTIME_FAILED,"[error] [error] could not find the selected project in the reactor: tutorials/workflowexample @|[error] could not find the selected project in the reactor: tutorials/workflowexample -> [help 1]|[error]|[error] to see the full stack trace of the errors, re-run maven with the -e switch.|[error] re-run maven using the -x switch to enable full debug logging.",,,,0,0,0,0,{},,EXISTING_PROJECT_FAILURE,,,,,,,,existing_project_failure,,False,False,2026-07-11T08:07:25.066914+00:00,2026-07-11T08:07:26.777423+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace,True,/home/cuongpv/ARROW/ARROW/repos/10065023,False,,maven,tutorials/WorkflowExample,HelloWorld,tutorials/WorkflowExample/src/main/java/org/neuro4j/workflow/tutorial/HelloWorld.java,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace/tutorials/WorkflowExample/src/test/java/org/neuro4j/workflow/tutorial/HelloWorldTest_92df4ffc.java,False,False,[error] [error] could not find the selected project in the reactor: tutorials/workflowexample @,0,0,0,,,,,,,,,,1.711,,8,/home/cuongpv/ARROW/Java-version/java-8,matched build.java_homes.java-8,,,
Qwen-2.5-7b-v2,few-shot,False,10065023,HelloWorld,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-145955-286959,repo_shard_00,10065023_0,10065023_0,10065023,/home/cuongpv/ARROW/classes2test/dataset/10065023/10065023_0.json,https://github.com/eternita/workflow,workflow,eternita,10065023,repo_sample,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/few-shot,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,few-shot,RUNTIME_FAILED,RUNTIME_FAILED,,BUILD_CONFIGURATION,BUILD_CONFIGURATION,RUNTIME_FAILED,"[error] [error] could not find the selected project in the reactor: tutorials/workflowexample @|[error] could not find the selected project in the reactor: tutorials/workflowexample -> [help 1]|[error]|[error] to see the full stack trace of the errors, re-run maven with the -e switch.|[error] re-run maven using the -x switch to enable full debug logging.",,,,0,0,0,0,{},,EXISTING_PROJECT_FAILURE,,,,,,,,existing_project_failure,,False,False,2026-07-11T08:07:26.797141+00:00,2026-07-11T08:07:28.387059+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/few-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/10065023,False,,maven,tutorials/WorkflowExample,HelloWorld,tutorials/WorkflowExample/src/main/java/org/neuro4j/workflow/tutorial/HelloWorld.java,/home/cuongpv/ARROW/ARROW/runs/10065023/10065023_0/Qwen-2.5-7b-v2/few-shot/workspace/tutorials/WorkflowExample/src/test/java/org/neuro4j/workflow/tutorial/HelloWorldTest_22af2deb.java,False,False,[error] [error] could not find the selected project in the reactor: tutorials/workflowexample @,0,0,0,,,,,,,,,,1.59,,8,/home/cuongpv/ARROW/Java-version/java-8,matched build.java_homes.java-8,,,
qwen-coder-2.5-7b,zero-shot,False,100716846,RemoteFlowApiClient,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-005828,repo_shard_00,100716846_3,100716846_3,100716846,/home/cuongpv/ARROW/classes2test/dataset/100716846/100716846_3.json,https://github.com/fnproject/fdk-java,fdk-java,fnproject,100716846,repo_sample,/home/cuongpv/ARROW/ARROW/runs/100716846/100716846_3/qwen-coder-2.5-7b/zero-shot,/home/cuongpv/ARROW/ARROW/runs/100716846/100716846_3/reports,qwen-coder-2.5-7b,ollama/qwen-unit-test-elite-dataset-07-07:latest,zero-shot,BUILD_TIMEOUT,BUILD_TIMEOUT,,INFRASTRUCTURE,INFRASTRUCTURE,BUILD_TIMEOUT,build_timeout,,,,,,,,,,EXISTING_PROJECT_FAILURE,,,,,,,,existing_project_failure,,False,False,2026-07-10T18:38:52.999085+00:00,2026-07-10T18:53:55.021577+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/100716846/100716846_3/qwen-coder-2.5-7b/zero-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/100716846,True,,maven,flow-runtime,RemoteFlowApiClient,flow-runtime/src/main/java/com/fnproject/fn/runtime/flow/RemoteFlowApiClient.java,/home/cuongpv/ARROW/ARROW/runs/100716846/100716846_3/qwen-coder-2.5-7b/zero-shot/workspace/flow-runtime/src/test/java/com/fnproject/fn/runtime/flow/RemoteFlowApiClientTest_15b98a12.java,False,False,build timeout,0,0,0,,,,,,,,,,902.023,,8,/home/cuongpv/ARROW/Java-version/java-8,matched build.java_homes.java-8,,,
Qwen-2.5-7b-v2,zero-shot,False,100716846,RemoteFlowApiClient,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,100716846_3,100716846_3,100716846,/home/cuongpv/ARROW/classes2test/dataset/100716846/100716846_3.json,https://github.com/fnproject/fdk-java,fdk-java,fnproject,100716846,repo_sample,/home/cuongpv/ARROW/ARROW/runs/100716846/100716846_3/Qwen-2.5-7b-v2/zero-shot,/home/cuongpv/ARROW/ARROW/runs/100716846/100716846_3/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot,BUILD_TIMEOUT,BUILD_TIMEOUT,,INFRASTRUCTURE,INFRASTRUCTURE,BUILD_TIMEOUT,build_timeout,,,,0,0,0,0,{},,EXISTING_PROJECT_FAILURE,,,,,,,,existing_project_failure,,False,False,2026-07-10T22:52:41.704740+00:00,2026-07-10T23:07:43.745463+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/100716846/100716846_3/Qwen-2.5-7b-v2/zero-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/100716846,False,,maven,flow-runtime,RemoteFlowApiClient,flow-runtime/src/main/java/com/fnproject/fn/runtime/flow/RemoteFlowApiClient.java,/home/cuongpv/ARROW/ARROW/runs/100716846/100716846_3/Qwen-2.5-7b-v2/zero-shot/workspace/flow-runtime/src/test/java/com/fnproject/fn/runtime/flow/RemoteFlowApiClientTest_98c17568.java,False,False,build timeout,0,0,0,,,,,,,,,,902.041,,8,/home/cuongpv/ARROW/Java-version/java-8,matched build.java_homes.java-8,,,
Qwen-2.5-7b-v2,zero-shot-project-aware,False,100716846,RemoteFlowApiClient,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,100716846_3,100716846_3,100716846,/home/cuongpv/ARROW/classes2test/dataset/100716846/100716846_3.json,https://github.com/fnproject/fdk-java,fdk-java,fnproject,100716846,repo_sample,/home/cuongpv/ARROW/ARROW/runs/100716846/100716846_3/Qwen-2.5-7b-v2/zero-shot-project-aware,/home/cuongpv/ARROW/ARROW/runs/100716846/100716846_3/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot-project-aware,BUILD_TIMEOUT,BUILD_TIMEOUT,,INFRASTRUCTURE,INFRASTRUCTURE,BUILD_TIMEOUT,build_timeout,,,,0,0,0,0,{},,EXISTING_PROJECT_FAILURE,,,,,,,,existing_project_failure,,False,False,2026-07-10T23:07:43.788867+00:00,2026-07-10T23:22:44.230632+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/100716846/100716846_3/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace,True,/home/cuongpv/ARROW/ARROW/repos/100716846,False,,maven,flow-runtime,RemoteFlowApiClient,flow-runtime/src/main/java/com/fnproject/fn/runtime/flow/RemoteFlowApiClient.java,/home/cuongpv/ARROW/ARROW/runs/100716846/100716846_3/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace/flow-runtime/src/test/java/com/fnproject/fn/runtime/flow/RemoteFlowApiClientTest_fc28e713.java,False,False,build timeout,0,0,0,,,,,,,,,,900.443,,8,/home/cuongpv/ARROW/Java-version/java-8,matched build.java_homes.java-8,,,
Qwen-2.5-7b-v2,few-shot,False,100716846,RemoteFlowApiClient,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,100716846_3,100716846_3,100716846,/home/cuongpv/ARROW/classes2test/dataset/100716846/100716846_3.json,https://github.com/fnproject/fdk-java,fdk-java,fnproject,100716846,repo_sample,/home/cuongpv/ARROW/ARROW/runs/100716846/100716846_3/Qwen-2.5-7b-v2/few-shot,/home/cuongpv/ARROW/ARROW/runs/100716846/100716846_3/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,few-shot,BUILD_TIMEOUT,BUILD_TIMEOUT,,INFRASTRUCTURE,INFRASTRUCTURE,BUILD_TIMEOUT,build_timeout,,,,0,0,0,0,{},,EXISTING_PROJECT_FAILURE,,,,,,,,existing_project_failure,,False,False,2026-07-10T23:22:44.290437+00:00,2026-07-10T23:37:44.822515+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/100716846/100716846_3/Qwen-2.5-7b-v2/few-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/100716846,False,,maven,flow-runtime,RemoteFlowApiClient,flow-runtime/src/main/java/com/fnproject/fn/runtime/flow/RemoteFlowApiClient.java,/home/cuongpv/ARROW/ARROW/runs/100716846/100716846_3/Qwen-2.5-7b-v2/few-shot/workspace/flow-runtime/src/test/java/com/fnproject/fn/runtime/flow/RemoteFlowApiClientTest_aaa74694.java,False,False,build timeout,0,0,0,,,,,,,,,,900.533,,8,/home/cuongpv/ARROW/Java-version/java-8,matched build.java_homes.java-8,,,
qwen-coder-2.5-7b,zero-shot,True,10079780,ShellMode,,,,,6,,,,,,,,,,,,,,,,,,,,,,20260711-005828,repo_shard_00,10079780_0,10079780_0,10079780,/home/cuongpv/ARROW/classes2test/dataset/10079780/10079780_0.json,https://github.com/SINTEF-9012/cloudml,cloudml,SINTEF-9012,10079780,repo_sample,/home/cuongpv/ARROW/ARROW/runs/10079780/10079780_0/qwen-coder-2.5-7b/zero-shot,/home/cuongpv/ARROW/ARROW/runs/10079780/10079780_0/reports,qwen-coder-2.5-7b,ollama/qwen-unit-test-elite-dataset-07-07:latest,zero-shot,ASSERTION_FAILED,ASSERTION_FAILED,,BUILD_CONFIGURATION,BUILD_CONFIGURATION,ASSERTION_FAILED,"tests run: 0, failures: 0, errors: 0, skipped: 0|[[1;34minfo[m] cloudml :: model ................................... [1;31mfailure[m [ 4.243 s]|[[1;34minfo[m] [1;31mbuild failure[m",,,,,,,,,,FAILED,,,,,,,,,,False,False,2026-07-10T18:53:55.084752+00:00,2026-07-10T18:55:26.450801+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/10079780/10079780_0/qwen-coder-2.5-7b/zero-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/10079780,True,,maven,ui/shell,ShellMode,ui/shell/src/main/java/org/cloudml/ui/shell/ShellMode.java,/home/cuongpv/ARROW/ARROW/runs/10079780/10079780_0/qwen-coder-2.5-7b/zero-shot/workspace/ui/shell/src/test/java/org/cloudml/ui/shell/ShellModeTest_a5c7d9a0.java,True,False,[[1;34minfo[m] cloudml :: codecs :: kmf ........................... [1;31mfailure[m [ 13.559 s],0,0,0,,,,,,,,,,91.367,,5,/home/cuongpv/ARROW/Java-version/java-17,JDK 5 not mapped; using build.java_default,,,
Qwen-2.5-7b-v2,zero-shot,True,10079780,ShellMode,,,,,6,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,10079780_0,10079780_0,10079780,/home/cuongpv/ARROW/classes2test/dataset/10079780/10079780_0.json,https://github.com/SINTEF-9012/cloudml,cloudml,SINTEF-9012,10079780,repo_sample,/home/cuongpv/ARROW/ARROW/runs/10079780/10079780_0/Qwen-2.5-7b-v2/zero-shot,/home/cuongpv/ARROW/ARROW/runs/10079780/10079780_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot,ASSERTION_FAILED,ASSERTION_FAILED,,BUILD_CONFIGURATION,BUILD_CONFIGURATION,ASSERTION_FAILED,"tests run: 0, failures: 0, errors: 0, skipped: 0|[[1;34minfo[m] cloudml :: model ................................... [1;31mfailure[m [ 4.052 s]|[[1;34minfo[m] [1;31mbuild failure[m",,,,2621,554,3175,1,"{'generation:zero-shot': {'input_tokens': 2621, 'output_tokens': 554, 'total_tokens': 3175, 'calls': 1}}",,FAILED,,,,,,,,,,False,False,2026-07-10T23:37:44.883691+00:00,2026-07-10T23:39:02.082579+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/10079780/10079780_0/Qwen-2.5-7b-v2/zero-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/10079780,False,,maven,ui/shell,ShellMode,ui/shell/src/main/java/org/cloudml/ui/shell/ShellMode.java,/home/cuongpv/ARROW/ARROW/runs/10079780/10079780_0/Qwen-2.5-7b-v2/zero-shot/workspace/ui/shell/src/test/java/org/cloudml/ui/shell/ShellModeTest_9b849fb9.java,True,False,[[1;34minfo[m] cloudml :: codecs :: kmf ........................... [1;31mfailure[m [ 1.620 s],0,0,0,,,,,,,,,,77.2,,5,/home/cuongpv/ARROW/Java-version/java-17,JDK 5 not mapped; using build.java_default,,,
Qwen-2.5-7b-v2,zero-shot-project-aware,True,10079780,ShellMode,,,,,6,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,10079780_0,10079780_0,10079780,/home/cuongpv/ARROW/classes2test/dataset/10079780/10079780_0.json,https://github.com/SINTEF-9012/cloudml,cloudml,SINTEF-9012,10079780,repo_sample,/home/cuongpv/ARROW/ARROW/runs/10079780/10079780_0/Qwen-2.5-7b-v2/zero-shot-project-aware,/home/cuongpv/ARROW/ARROW/runs/10079780/10079780_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot-project-aware,ASSERTION_FAILED,ASSERTION_FAILED,,BUILD_CONFIGURATION,BUILD_CONFIGURATION,ASSERTION_FAILED,"tests run: 0, failures: 0, errors: 0, skipped: 0|[[1;34minfo[m] cloudml :: model ................................... [1;31mfailure[m [ 3.849 s]|[[1;34minfo[m] [1;31mbuild failure[m",,,,2666,529,3195,1,"{'generation:zero-shot-project-aware': {'input_tokens': 2666, 'output_tokens': 529, 'total_tokens': 3195, 'calls': 1}}",,FAILED,,,,,,,,,,False,False,2026-07-10T23:39:02.145308+00:00,2026-07-10T23:40:16.089974+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/10079780/10079780_0/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace,True,/home/cuongpv/ARROW/ARROW/repos/10079780,False,,maven,ui/shell,ShellMode,ui/shell/src/main/java/org/cloudml/ui/shell/ShellMode.java,/home/cuongpv/ARROW/ARROW/runs/10079780/10079780_0/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace/ui/shell/src/test/java/org/cloudml/ui/shell/ShellModeTest_f57b2f6e.java,True,False,[[1;34minfo[m] cloudml :: codecs :: kmf ........................... [1;31mfailure[m [ 1.473 s],0,0,0,,,,,,,,,,73.946,,5,/home/cuongpv/ARROW/Java-version/java-17,JDK 5 not mapped; using build.java_default,,,
